sample_accession,run_accession,library_layout,organism,Platform,UMI,study_accession,Tissue,Covariate,Age,integration_group,TissueNote,Source,bam10x,Comment,biosample,Donor,Organ,sex,Batch,biosample_title,retina_region,strain,batch
#SRS5050508,SRR9630022,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189646,NA,Eye,NA,NA,Macu_Nuc_R69_C55,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050507,SRR9630021,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189647,NA,Eye,NA,NA,Macu_Nuc_R69_C53,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050506,SRR9630020,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189547,NA,Eye,NA,NA,Macu_Nuc_R69_C50,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050505,SRR9630019,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189548,NA,Eye,NA,NA,Macu_Nuc_R69_C4,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050504,SRR9630018,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189549,NA,Eye,NA,NA,Macu_Nuc_R69_C35,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050503,SRR9629177,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189289,NA,Eye,NA,NA,Mac1cell_R7_C16,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050502,SRR9629176,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189290,NA,Eye,NA,NA,Mac1cell_R7_C13,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050501,SRR9629175,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189291,NA,Eye,NA,NA,Mac1cell_R7_C11,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050500,SRR9629174,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189292,NA,Eye,NA,NA,Mac1cell_R71_C60,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050498,SRR9629173,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189293,NA,Eye,NA,NA,Mac1cell_R71_C57,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050499,SRR9629172,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189294,NA,Eye,NA,NA,Mac1cell_R71_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050497,SRR9629171,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189295,NA,Eye,NA,NA,Mac1cell_R71_C47,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050496,SRR9629170,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12189296,NA,Eye,NA,NA,Mac1cell_R71_C43,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050494,SRR9628353,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188691,NA,Eye,NA,NA,Mac1cell_R46_C38,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050495,SRR9628352,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188692,NA,Eye,NA,NA,Mac1cell_R46_C32,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050493,SRR9628351,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188693,NA,Eye,NA,NA,Mac1cell_R46_C2,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050492,SRR9628350,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188695,NA,Eye,NA,NA,Mac1cell_R46_C28,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050491,SRR9628349,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188696,NA,Eye,NA,NA,Mac1cell_R46_C19,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050490,SRR9628348,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188699,NA,Eye,NA,NA,Mac1cell_R46_C10,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050489,SRR9628347,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188700,NA,Eye,NA,NA,Mac1cell_R46_C0,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050488,SRR9628346,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188701,NA,Eye,NA,NA,Mac1cell_R45_C71,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050487,SRR9634280,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187973,NA,Eye,NA,NA,Mac1cell_R25_C64,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050486,SRR9634279,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12187975,NA,Eye,NA,NA,Mac1cell_R25_C61,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050485,SRR9634278,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188197,NA,Eye,NA,NA,Mac1cell_R25_C56,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050484,SRR9634277,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188198,NA,Eye,NA,NA,Mac1cell_R25_C54,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050483,SRR9634276,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188199,NA,Eye,NA,NA,Mac1cell_R25_C53,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050482,SRR9634275,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188200,NA,Eye,NA,NA,Mac1cell_R25_C51,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050481,SRR9634274,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188201,NA,Eye,NA,NA,Mac1cell_R25_C47,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050480,SRR9634273,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12188203,NA,Eye,NA,NA,Mac1cell_R25_C45,NA,NA,SRP212788_SCRBSeq_P1
#SRS5050478,SRR9632858,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201354,NA,Eye,NA,NA,Per_R46_C20,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050479,SRR9632857,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201355,NA,Eye,NA,NA,Per_R46_C12,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050477,SRR9632856,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201356,NA,Eye,NA,NA,Per_R45_C66,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050475,SRR9632855,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201358,NA,Eye,NA,NA,Per_R45_C65,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050476,SRR9632854,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201359,NA,Eye,NA,NA,Per_R45_C64,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050474,SRR9632853,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201360,NA,Eye,NA,NA,Per_R45_C46,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050471,SRR9632852,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201361,NA,Eye,NA,NA,Per_R45_C43,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050473,SRR9632851,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201362,NA,Eye,NA,NA,Per_R45_C40,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050472,SRR9631857,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201833,NA,Eye,NA,NA,Mac_R59_C10,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050470,SRR9631856,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201834,NA,Eye,NA,NA,Mac_R58_C51,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050469,SRR9631855,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201835,NA,Eye,NA,NA,Mac_R58_C31,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050468,SRR9631854,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201831,NA,Eye,NA,NA,Mac_R58_C28,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050467,SRR9631853,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201836,NA,Eye,NA,NA,Mac_R58_C11,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050466,SRR9631852,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201837,NA,Eye,NA,NA,Mac_R58_C10,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050465,SRR9631851,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201885,NA,Eye,NA,NA,Mac_R57_C5,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050464,SRR9631850,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12201886,NA,Eye,NA,NA,Mac_R57_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050463,SRR9630505,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200795,NA,Eye,NA,NA,sample_R55_C39,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050461,SRR9630504,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200796,NA,Eye,NA,NA,sample_R55_C38,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050462,SRR9630503,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200797,NA,Eye,NA,NA,sample_R55_C37,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050460,SRR9630502,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200798,NA,Eye,NA,NA,sample_R55_C34,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050459,SRR9630501,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200799,NA,Eye,NA,NA,sample_R55_C31,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050458,SRR9630500,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200800,NA,Eye,NA,NA,sample_R55_C24,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050457,SRR9630499,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200801,NA,Eye,NA,NA,sample_R55_C20,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050456,SRR9630498,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200802,NA,Eye,NA,NA,sample_R55_C1,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050455,SRR9629577,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199675,NA,Eye,NA,NA,sample_R36_C48,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050454,SRR9629576,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199676,NA,Eye,NA,NA,sample_R36_C47,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050453,SRR9629575,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199677,NA,Eye,NA,NA,sample_R36_C46,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050451,SRR9629574,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199678,NA,Eye,NA,NA,sample_R36_C45,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050452,SRR9629573,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199679,NA,Eye,NA,NA,sample_R36_C42,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050450,SRR9629572,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199680,NA,Eye,NA,NA,sample_R36_C3,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050449,SRR9629571,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199681,NA,Eye,NA,NA,sample_R36_C39,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050448,SRR9629570,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12199682,NA,Eye,NA,NA,sample_R36_C35,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050447,SRR9628569,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200121,NA,Eye,NA,NA,sample_R14_C22,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050446,SRR9628568,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200122,NA,Eye,NA,NA,sample_R14_C18,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050445,SRR9628567,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200123,NA,Eye,NA,NA,sample_R14_C15,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050444,SRR9628566,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200124,NA,Eye,NA,NA,sample_R14_C13,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050443,SRR9628565,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200125,NA,Eye,NA,NA,sample_R13_C67,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050442,SRR9628564,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200126,NA,Eye,NA,NA,sample_R13_C5,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050441,SRR9628563,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200127,NA,Eye,NA,NA,sample_R13_C59,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050440,SRR9628562,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12200128,NA,Eye,NA,NA,sample_R13_C58,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050439,SRR9634192,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197047,NA,Eye,NA,NA,Per_R19_C6,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050438,SRR9634191,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197048,NA,Eye,NA,NA,Per_R19_C50,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050436,SRR9634190,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197049,NA,Eye,NA,NA,Per_R19_C49,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050437,SRR9634189,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197050,NA,Eye,NA,NA,Per_R19_C25,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050435,SRR9634188,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197051,NA,Eye,NA,NA,Per_R19_C11,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050434,SRR9634187,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197052,NA,Eye,NA,NA,Per_R19_C0,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050433,SRR9634186,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197053,NA,Eye,NA,NA,Per_R18_C8,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050432,SRR9634185,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P3,Adult,NA,P3,Tissue,NA,NA,SAMN12197054,NA,Eye,NA,NA,Per_R18_C7,NA,NA,SRP212788_SCRBSeq_P3
#SRS5050431,SRR9633282,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191386,NA,Eye,NA,NA,M_R20_C62,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050430,SRR9633281,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191387,NA,Eye,NA,NA,M_R20_C61,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050429,SRR9633280,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191273,NA,Eye,NA,NA,M_R20_C44,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050427,SRR9633279,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191274,NA,Eye,NA,NA,M_R20_C43,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050428,SRR9633278,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191275,NA,Eye,NA,NA,M_R20_C38,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050425,SRR9633277,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191276,NA,Eye,NA,NA,M_R20_C37,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050426,SRR9633276,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191277,NA,Eye,NA,NA,M_R20_C36,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050424,SRR9633275,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12191278,NA,Eye,NA,NA,M_R1_C38,NA,NA,SRP212788_SCRBSeq_P2
#SRS5050422,SRR9632441,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190617,NA,Eye,NA,NA,Macular_R56_C62,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050423,SRR9632440,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190618,NA,Eye,NA,NA,Macular_R56_C56,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050421,SRR9632439,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190619,NA,Eye,NA,NA,Macular_R56_C52,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050420,SRR9632438,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190620,NA,Eye,NA,NA,Macular_R56_C47,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050419,SRR9632437,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190529,NA,Eye,NA,NA,Macular_R56_C43,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050418,SRR9632436,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190530,NA,Eye,NA,NA,Macular_R56_C42,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050417,SRR9632435,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190531,NA,Eye,NA,NA,Macular_R56_C38,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050416,SRR9632434,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190532,NA,Eye,NA,NA,Macular_R56_C36,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050415,SRR9631721,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190047,NA,Eye,NA,NA,Macular_R34_C24,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050413,SRR9631720,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190161,NA,Eye,NA,NA,Macular_R34_C22,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050412,SRR9631719,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190162,NA,Eye,NA,NA,Macular_R34_C19,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050414,SRR9631718,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190163,NA,Eye,NA,NA,Macular_R34_C18,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050411,SRR9631717,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190048,NA,Eye,NA,NA,Macular_R34_C11,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050410,SRR9631716,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190049,NA,Eye,NA,NA,Macular_R34_C10,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050409,SRR9631715,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190050,NA,Eye,NA,NA,Macular_R34_C0,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050407,SRR9631714,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P2,Adult,NA,P2,Tissue,NA,NA,SAMN12190051,NA,Eye,NA,NA,Macular_R33_C70,Macula,NA,SRP212788_SCRBSeq_P2
#SRS5050408,SRR9630929,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190455,NA,Eye,NA,NA,Periph_Nuc_R71_C60,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050406,SRR9630928,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190456,NA,Eye,NA,NA,Periph_Nuc_R71_C45,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050404,SRR9630927,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190461,NA,Eye,NA,NA,Periph_Nuc_R71_C44,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050405,SRR9630926,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190462,NA,Eye,NA,NA,Periph_Nuc_R71_C43,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050402,SRR9630925,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190463,NA,Eye,NA,NA,Periph_Nuc_R71_C37,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050403,SRR9630924,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190465,NA,Eye,NA,NA,Periph_Nuc_R71_C23,Peripheral,NA,SRP212788_SCRBSeq_P1
#SRS5050401,SRR9630923,SINGLE,Homo sapiens,SCRBSeq,No,SRP212788,Retina,P1,Adult,NA,P1,Tissue,NA,NA,SAMN12190360,NA,Eye,NA,NA,Periph_Nuc_R71_C21,Peripheral,NA,SRP212788_SCRBSeq_P1
